#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:36536105	(2023) Profound phenotypic and epigenetic heterogeneity of the HIV-1-infected CD4(+) T cell reservoir.	23	80	0.64	0.0033	9606.ENSP00000177694,9606.ENSP00000229402,9606.ENSP00000240618,9606.ENSP00000257749,9606.ENSP00000265165,9606.ENSP00000266557,9606.ENSP00000286301,9606.ENSP00000292303,9606.ENSP00000306157,9606.ENSP00000311962,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000340347,9606.ENSP00000353731,9606.ENSP00000357012,9606.ENSP00000358482,9606.ENSP00000358490,9606.ENSP00000365858,9606.ENSP00000380227,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000419085,9606.ENSP00000420298	TBX21,KLRB1,KLRK1,BACH2,LEF1,CD27,CSF1R,CCR5,IL7R,GGA2,ICOS,CD28,TCF7,DPP4,CD244,CD101,CD2,GATA1,ITGA4,CD8A,EOMES,TIGIT,CD200
PMID:37777573	(2023) High endothelial venules predict response to PD-1 inhibitors combined with anti-angiogenesis therapy in NSCLC.	19	54	0.73	0.0033	9606.ENSP00000085219,9606.ENSP00000262102,9606.ENSP00000266557,9606.ENSP00000286301,9606.ENSP00000295756,9606.ENSP00000300692,9606.ENSP00000305529,9606.ENSP00000319476,9606.ENSP00000320509,9606.ENSP00000323280,9606.ENSP00000324890,9606.ENSP00000331172,9606.ENSP00000342681,9606.ENSP00000350844,9606.ENSP00000367013,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000431445,9606.ENSP00000433277	CD22,MTUS1,CD27,CSF1R,TRAT1,CD3D,SIRPG,ICOS,BANK1,CD6,CD28,CD8B,CD5,PAX5,TNFRSF25,CD8A,EOMES,CD3G,MS4A1
PMID:33338541	(2021) Shared DNA methylation signatures in childhood allergy: The MeDALL study.	17	42	0.79	0.0033	9606.ENSP00000206513,9606.ENSP00000241356,9606.ENSP00000246657,9606.ENSP00000261918,9606.ENSP00000263341,9606.ENSP00000265165,9606.ENSP00000284073,9606.ENSP00000301790,9606.ENSP00000321077,9606.ENSP00000331040,9606.ENSP00000332812,9606.ENSP00000340347,9606.ENSP00000367125,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000412209,9606.ENSP00000451575	CEBPE,ADORA3,CCR7,SEMA7A,IL1B,LEF1,MSI2,PLAAT5,SIGLEC8,OLIG2,PTGDR2,TCF7,GPR153,RUNX3,CD8A,IL5RA,ASB2
PMID:33651880	(2021) Single-cell analyses identify circulating anti-tumor CD8 T cells and markers for their enrichment.	22	73	0.66	0.0033	9606.ENSP00000177694,9606.ENSP00000240618,9606.ENSP00000246657,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000271450,9606.ENSP00000292303,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000312326,9606.ENSP00000327025,9606.ENSP00000328472,9606.ENSP00000331172,9606.ENSP00000340347,9606.ENSP00000354566,9606.ENSP00000357036,9606.ENSP00000380227,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000419085,9606.ENSP00000431445	TBX21,KLRK1,CCR7,LEF1,KLRG1,CD27,FCGR2A,CCR5,CD3D,IL7R,AOC3,RORC,S1PR5,CD8B,TCF7,CD3E,SLAMF6,ITGA4,CD8A,EOMES,TIGIT,CD3G
PMID:34615883	(2021) CD127+ CD94+ innate lymphoid cells expressing granulysin and perforin are expanded in patients with Crohns disease.	22	73	0.66	0.0033	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000229402,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000263341,9606.ENSP00000266551,9606.ENSP00000283285,9606.ENSP00000288135,9606.ENSP00000306157,9606.ENSP00000311035,9606.ENSP00000327025,9606.ENSP00000332812,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000344544,9606.ENSP00000358092,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000419085	TBX21,IL2RB,KLRB1,GZMK,CCR7,IL1B,KLRG1,CD96,KIT,IL7R,CD200R1,RORC,PTGDR2,TCF7,CD5,IKZF3,PRDM1,GATA3,CD8A,EOMES,PRF1,TIGIT
PMID:33191519	(2020) From thymus to periphery: Molecular basis of effector gammadelta-T cell differentiation.	22	73	0.66	0.0033	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000257770,9606.ENSP00000263341,9606.ENSP00000263932,9606.ENSP00000265165,9606.ENSP00000266557,9606.ENSP00000288135,9606.ENSP00000300692,9606.ENSP00000327025,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000349723,9606.ENSP00000356172,9606.ENSP00000368632,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000420298,9606.ENSP00000431445,9606.ENSP00000477713,9606.ENSP00000491516	TBX21,IL2RB,NT5E,IL1B,TNFRSF8,LEF1,CD27,KIT,CD3D,RORC,TCF7,CD5,BCL11B,SOX13,GATA3,BCL2,CD8A,EOMES,CD200,CD3G,LCK,SCART1
PMID:31118448	(2019) Killer-like receptors and GPR56 progressive expression defines cytokine production of human CD4(+) memory T cells.	18	48	0.75	0.0033	9606.ENSP00000177694,9606.ENSP00000229402,9606.ENSP00000240618,9606.ENSP00000246657,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000288135,9606.ENSP00000305372,9606.ENSP00000306157,9606.ENSP00000324890,9606.ENSP00000327025,9606.ENSP00000328472,9606.ENSP00000357012,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000419085,9606.ENSP00000420298	TBX21,KLRB1,KLRK1,CCR7,KLRG1,CD27,KIT,ADRB2,IL7R,CD28,RORC,S1PR5,CD244,GATA3,CD8A,EOMES,TIGIT,CD200
PMID:29213079	(2017) Human CD26(high) T cells elicit tumor immunity against multiple malignancies via enhanced migration and persistence.	23	80	0.64	0.0033	9606.ENSP00000177694,9606.ENSP00000229402,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000263341,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000288135,9606.ENSP00000292303,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000319476,9606.ENSP00000353731,9606.ENSP00000354782,9606.ENSP00000356429,9606.ENSP00000359663,9606.ENSP00000368632,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000419085,9606.ENSP00000478255	TBX21,KLRB1,GZMK,CCR7,IL1B,LEF1,KLRG1,CD27,KIT,CCR5,IL7R,CASP3,ICOS,DPP4,CD247,RGS1,CD40LG,GATA3,BCL2,CD8A,EOMES,TIGIT,ABCB1
PMID:29312339	(2017) Natural Killer T Cells: An Ecological Evolutionary Developmental Biology Perspective.	24	87	0.62	0.0033	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000240618,9606.ENSP00000257749,9606.ENSP00000261523,9606.ENSP00000263125,9606.ENSP00000263636,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000327025,9606.ENSP00000339992,9606.ENSP00000349723,9606.ENSP00000357169,9606.ENSP00000359663,9606.ENSP00000360181,9606.ENSP00000368632,9606.ENSP00000376436,9606.ENSP00000380150,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000477713	TBX21,IL2RB,KLRK1,BACH2,RORA,PRKCQ,LY75,IL7R,ICOS,CD28,RORC,MYB,BCL11B,FCRL3,CD40LG,SH2D1A,GATA3,ETS1,CARD11,RUNX3,CD8A,EOMES,PRF1,LCK
PMID:22608498	(2012) Gene deregulation and chronic activation in natural killer cells deficient in the transcription factor ETS1.	19	54	0.73	0.0033	9606.ENSP00000177694,9606.ENSP00000240618,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000288135,9606.ENSP00000306157,9606.ENSP00000312326,9606.ENSP00000345728,9606.ENSP00000350844,9606.ENSP00000357012,9606.ENSP00000357036,9606.ENSP00000358092,9606.ENSP00000376436,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000398655,9606.ENSP00000412869,9606.ENSP00000477713	TBX21,KLRK1,KLRG1,CD27,KIT,IL7R,AOC3,ATP7A,PAX5,CD244,SLAMF6,PRDM1,ETS1,CD8A,EOMES,PRF1,ITK,IKZF2,LCK
PMID:37880715	(2023) Reprogramming T cell differentiation and exhaustion in CAR-T cell therapy.	20	61	0.7	0.0036	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000340347,9606.ENSP00000344724,9606.ENSP00000368632,9606.ENSP00000379330,9606.ENSP00000381185,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000408617,9606.ENSP00000412869,9606.ENSP00000419085,9606.ENSP00000482030	TBX21,IL2RB,CCR7,BACH2,LEF1,KLRG1,CD27,IL7R,TCF7,TOX2,GATA3,NFATC2,BCL2,RUNX3,CD8A,EOMES,HDAC9,IKZF2,TIGIT,ZNF2
PMID:36466880	(2022) Tissue-resident memory T cells in the era of (Neo) adjuvant melanoma management.	22	74	0.65	0.0036	9606.ENSP00000177694,9606.ENSP00000246657,9606.ENSP00000257770,9606.ENSP00000262102,9606.ENSP00000264972,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000267082,9606.ENSP00000306157,9606.ENSP00000324890,9606.ENSP00000328472,9606.ENSP00000331172,9606.ENSP00000340347,9606.ENSP00000351905,9606.ENSP00000356429,9606.ENSP00000358092,9606.ENSP00000380227,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000419085	TBX21,CCR7,NT5E,MTUS1,ZAP70,KLRG1,CD27,ITGB7,IL7R,CD28,S1PR5,CD8B,TCF7,TGFBR2,RGS1,PRDM1,ITGA4,RUNX3,CD8A,EOMES,PRF1,TIGIT
PMID:34758299	(2021) The cell-surface 5-nucleotidase CD73 defines a functional T memory cell subset that declines with age.	24	88	0.62	0.0036	9606.ENSP00000177694,9606.ENSP00000229402,9606.ENSP00000246657,9606.ENSP00000257770,9606.ENSP00000261523,9606.ENSP00000265165,9606.ENSP00000265769,9606.ENSP00000279488,9606.ENSP00000288135,9606.ENSP00000306157,9606.ENSP00000312326,9606.ENSP00000324890,9606.ENSP00000327025,9606.ENSP00000328472,9606.ENSP00000340347,9606.ENSP00000353731,9606.ENSP00000358092,9606.ENSP00000358482,9606.ENSP00000381185,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000441600,9606.ENSP00000478255	TBX21,KLRB1,CCR7,NT5E,RORA,LEF1,ADAM28,DUSP6,KIT,IL7R,AOC3,CD28,RORC,S1PR5,TCF7,DPP4,PRDM1,CD101,BCL2,RUNX3,CD8A,EOMES,CCR3,ABCB1
PMID:33037096	(2020) Transcriptomic Profiling of Human Effector and Regulatory T Cell Subsets Identifies Predictive Population Signatures.	23	81	0.63	0.0036	9606.ENSP00000177694,9606.ENSP00000229402,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000257770,9606.ENSP00000261023,9606.ENSP00000261523,9606.ENSP00000263341,9606.ENSP00000306157,9606.ENSP00000326119,9606.ENSP00000327025,9606.ENSP00000332812,9606.ENSP00000358482,9606.ENSP00000359663,9606.ENSP00000368632,9606.ENSP00000381666,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000412869,9606.ENSP00000419085,9606.ENSP00000441600,9606.ENSP00000478255	TBX21,KLRB1,GZMK,CCR7,BACH2,NT5E,ITGAV,RORA,IL1B,IL7R,PMAIP1,RORC,PTGDR2,CD101,CD40LG,GATA3,GXYLT1,CD8A,EOMES,IKZF2,TIGIT,CCR3,ABCB1
PMID:30502719	(2019) The ins and outs of type I iNKT cell development.	27	110	0.57	0.0036	9606.ENSP00000177694,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000263285,9606.ENSP00000264316,9606.ENSP00000264972,9606.ENSP00000265165,9606.ENSP00000306157,9606.ENSP00000310244,9606.ENSP00000312367,9606.ENSP00000319476,9606.ENSP00000354782,9606.ENSP00000357012,9606.ENSP00000357036,9606.ENSP00000360181,9606.ENSP00000368632,9606.ENSP00000369375,9606.ENSP00000376436,9606.ENSP00000381185,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000398655,9606.ENSP00000408617,9606.ENSP00000451828,9606.ENSP00000477713	TBX21,CCR7,BACH2,LY9,TXK,ZAP70,LEF1,IL7R,RASGRP1,CD84,ICOS,CD247,CD244,SLAMF6,SH2D1A,GATA3,TEK,ETS1,BCL2,RUNX3,CD8A,EOMES,PRF1,ITK,HDAC9,AKT1,LCK
PMID:37180158	(2023) Landscapes and mechanisms of CD8(+) T cell exhaustion in gastrointestinal cancer.	27	111	0.57	0.0039	9606.ENSP00000177694,9606.ENSP00000231009,9606.ENSP00000244007,9606.ENSP00000246657,9606.ENSP00000257770,9606.ENSP00000262102,9606.ENSP00000264972,9606.ENSP00000266551,9606.ENSP00000283285,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332973,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000344724,9606.ENSP00000351905,9606.ENSP00000357012,9606.ENSP00000358092,9606.ENSP00000358490,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000386834,9606.ENSP00000388620,9606.ENSP00000412869,9606.ENSP00000419085,9606.ENSP00000477713	TBX21,GZMK,PLCG1,CCR7,NT5E,MTUS1,ZAP70,KLRG1,CD96,ICOS,CD28,SMAD3,MYB,TCF7,CD5,TOX2,TGFBR2,CD244,PRDM1,CD2,BCL2,CD8A,AFF3,EOMES,IKZF2,TIGIT,LCK
PMID:35205827	(2022) Knowns and Unknowns about CAR-T Cell Dysfunction.	21	68	0.67	0.0039	9606.ENSP00000177694,9606.ENSP00000240618,9606.ENSP00000246657,9606.ENSP00000257770,9606.ENSP00000265769,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000307235,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000344724,9606.ENSP00000357036,9606.ENSP00000358092,9606.ENSP00000358490,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000419085,9606.ENSP00000420298,9606.ENSP00000451828	TBX21,KLRK1,CCR7,NT5E,ADAM28,KLRG1,CD27,IL7R,EIF2AK3,ICOS,CD28,TOX2,SLAMF6,PRDM1,CD2,BCL2,CD8A,EOMES,TIGIT,CD200,AKT1
PMID:35895826	(2022) SMAD4, activated by the TCR-triggered MEKERK signaling pathway, critically regulates CD8(+) T cell cytotoxic function.	19	55	0.72	0.0039	9606.ENSP00000264972,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332973,9606.ENSP00000351905,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000357036,9606.ENSP00000378974,9606.ENSP00000379330,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398655,9606.ENSP00000419085,9606.ENSP00000477713	ZAP70,KLRG1,CD27,IL7R,CASP3,ICOS,CD28,SMAD3,TGFBR2,CD3E,CD247,SLAMF6,MAPK8,NFATC2,CD8A,EOMES,ITK,TIGIT,LCK
PMID:36050300	(2022) Heterogeneity and transcriptome changes of human CD8(+) T cells across nine decades of life.	15	32	0.85	0.0039	9606.ENSP00000229402,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000308117,9606.ENSP00000323927,9606.ENSP00000324890,9606.ENSP00000331172,9606.ENSP00000354566,9606.ENSP00000358490,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568	KLRB1,GZMK,CCR7,KLRG1,CD27,IL7R,CD248,PLXDC1,CD28,CD8B,CD3E,CD2,CD8A,EOMES,PRF1
PMID:34365737	(2021) Single-Cell RNA-Seq of T Cells in B-ALL Patients Reveals an Exhausted Subset with Remarkable Heterogeneity.	19	55	0.72	0.0039	9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000265165,9606.ENSP00000266557,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000327025,9606.ENSP00000340347,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000360181,9606.ENSP00000362395,9606.ENSP00000386559,9606.ENSP00000393066,9606.ENSP00000412869,9606.ENSP00000419085,9606.ENSP00000431445	GZMK,CCR7,LEF1,CD27,CD3D,IL7R,ICOS,CD28,RORC,TCF7,CD3E,CD247,SH2D1A,ITM2A,CD8A,SLC4A10,IKZF2,TIGIT,CD3G
PMID:31207603	(2019) TOX transcriptionally and epigenetically programs CD8(+) T cell exhaustion.	21	68	0.67	0.0039	9606.ENSP00000177694,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000299601,9606.ENSP00000306157,9606.ENSP00000310006,9606.ENSP00000312326,9606.ENSP00000324890,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000344544,9606.ENSP00000344724,9606.ENSP00000357036,9606.ENSP00000362166,9606.ENSP00000379330,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000412869,9606.ENSP00000419085	TBX21,CCR7,BACH2,LEF1,KLRG1,LEO1,IL7R,NR1D2,AOC3,CD28,MYB,TCF7,IKZF3,TOX2,SLAMF6,MEAF6,NFATC2,CD8A,EOMES,IKZF2,TIGIT
PMID:31810882	(2019) Proliferating Transitory T Cells with an Effector-like Transcriptional Signature Emerge from PD-1(+) Stem-like CD8(+) T Cells during Chronic Infection.	18	49	0.75	0.0039	9606.ENSP00000085219,9606.ENSP00000177694,9606.ENSP00000266551,9606.ENSP00000306157,9606.ENSP00000311035,9606.ENSP00000314080,9606.ENSP00000324890,9606.ENSP00000340347,9606.ENSP00000357012,9606.ENSP00000357036,9606.ENSP00000358482,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000419085,9606.ENSP00000420298,9606.ENSP00000477713	CD22,TBX21,KLRG1,IL7R,CD200R1,HIC1,CD28,TCF7,CD244,SLAMF6,CD101,RUNX3,CD8A,EOMES,PRF1,TIGIT,CD200,LCK
PMID:30550791	(2018) Organoid Modeling of the Tumor Immune Microenvironment.	19	55	0.72	0.0039	9606.ENSP00000230354,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000286301,9606.ENSP00000298139,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000312326,9606.ENSP00000324890,9606.ENSP00000328181,9606.ENSP00000331172,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000355124,9606.ENSP00000386559,9606.ENSP00000398568,9606.ENSP00000419085,9606.ENSP00000431445,9606.ENSP00000433277	TBP,GZMK,CCR7,CSF1R,WRN,CD3D,IL7R,AOC3,CD28,NOG,CD8B,CD3E,CD247,KRT19,CD8A,PRF1,TIGIT,CD3G,MS4A1
PMID:25768938	(2015) Characterization of CD8+ T cell differentiation following SIVDeltanef vaccination by transcription factor expression profiling.	14	27	0.9	0.0039	9606.ENSP00000177694,9606.ENSP00000230354,9606.ENSP00000246657,9606.ENSP00000261523,9606.ENSP00000265165,9606.ENSP00000324890,9606.ENSP00000327025,9606.ENSP00000340347,9606.ENSP00000349723,9606.ENSP00000358092,9606.ENSP00000368632,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620	TBX21,TBP,CCR7,RORA,LEF1,CD28,RORC,TCF7,BCL11B,PRDM1,GATA3,RUNX3,CD8A,EOMES
PMID:20644572	(2010) Decision checkpoints in the thymus.	19	55	0.72	0.0039	9606.ENSP00000246657,9606.ENSP00000266269,9606.ENSP00000306157,9606.ENSP00000327025,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000349723,9606.ENSP00000350681,9606.ENSP00000350844,9606.ENSP00000354782,9606.ENSP00000356172,9606.ENSP00000357036,9606.ENSP00000359663,9606.ENSP00000368632,9606.ENSP00000376436,9606.ENSP00000381185,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000477713	CCR7,PATZ1,IL7R,RORC,TCF7,CD5,BCL11B,ELK4,PAX5,CD247,SOX13,SLAMF6,CD40LG,GATA3,ETS1,BCL2,RUNX3,CD8A,LCK
PMID:35713361	(2022) SATB1 ensures appropriate transcriptional programs within naive CD8(+) T cells.	20	62	0.69	0.0040	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000265165,9606.ENSP00000292303,9606.ENSP00000306157,9606.ENSP00000314080,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000349723,9606.ENSP00000358092,9606.ENSP00000368632,9606.ENSP00000380227,9606.ENSP00000381185,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000419085	TBX21,IL2RB,CCR7,BACH2,LEF1,CCR5,IL7R,HIC1,ICOS,CD28,TCF7,CD5,BCL11B,PRDM1,GATA3,ITGA4,BCL2,RUNX3,CD8A,TIGIT
PMID:36190189	(2022) The transcription factor Bach2 negatively regulates murine natural killer cell maturation and function.	20	62	0.69	0.0040	9606.ENSP00000177694,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000288135,9606.ENSP00000306157,9606.ENSP00000312326,9606.ENSP00000340347,9606.ENSP00000345728,9606.ENSP00000354566,9606.ENSP00000357012,9606.ENSP00000358092,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000451828	TBX21,GZMK,CCR7,BACH2,LEF1,KLRG1,CD27,KIT,IL7R,AOC3,TCF7,ATP7A,CD3E,CD244,PRDM1,RUNX3,CD8A,EOMES,PRF1,AKT1
PMID:33805359	(2021) NF2 and Canonical Hippo-YAP Pathway Define Distinct Tumor Subsets Characterized by Different Immune Deficiency and Treatment Implications in Human Pleural Mesothelioma.	26	104	0.58	0.0040	9606.ENSP00000171757,9606.ENSP00000231009,9606.ENSP00000257770,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000280527,9606.ENSP00000283285,9606.ENSP00000295756,9606.ENSP00000300692,9606.ENSP00000305529,9606.ENSP00000323280,9606.ENSP00000342681,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000357036,9606.ENSP00000357122,9606.ENSP00000357169,9606.ENSP00000358490,9606.ENSP00000360181,9606.ENSP00000386559,9606.ENSP00000398655,9606.ENSP00000419085,9606.ENSP00000433277,9606.ENSP00000451828,9606.ENSP00000477713,9606.ENSP00000490240	P2RY10,GZMK,NT5E,ZAP70,CD27,CRIM1,CD96,TRAT1,CD3D,SIRPG,CD6,CD5,CD3E,CD247,SLAMF6,PYHIN1,FCRL3,CD2,SH2D1A,CD8A,ITK,TIGIT,MS4A1,AKT1,LCK,ZNF831
PMID:32899486	(2020) The Transcription Factor TCF1 in T Cell Differentiation and Aging.	20	62	0.69	0.0040	9606.ENSP00000177694,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000279488,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000347213,9606.ENSP00000349723,9606.ENSP00000359663,9606.ENSP00000368632,9606.ENSP00000381185,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000451828	TBX21,CCR7,BACH2,LEF1,KLRG1,DUSP6,IL7R,ICOS,CD28,MYB,TCF7,ENTPD2,BCL11B,CD40LG,GATA3,BCL2,RUNX3,CD8A,EOMES,AKT1
PMID:37345163	(2023) The Impact of Tumor Cell-Intrinsic Expression of Cyclic GMP-AMP Synthase (cGAS)-Stimulator of Interferon Genes (STING) on the Infiltration of CD8(+) T Cells and Clinical Outcomes in Mismatch Repair ProficientMicrosatellite Stable Colorectal ...	16	38	0.81	0.0041	9606.ENSP00000231009,9606.ENSP00000233146,9606.ENSP00000262102,9606.ENSP00000266551,9606.ENSP00000295756,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000349723,9606.ENSP00000354566,9606.ENSP00000359663,9606.ENSP00000362395,9606.ENSP00000363516,9606.ENSP00000386559,9606.ENSP00000431445	GZMK,MSH2,MTUS1,KLRG1,TRAT1,CD3D,IL7R,ICOS,CD28,BCL11B,CD3E,CD40LG,ITM2A,RCAN3,CD8A,CD3G
PMID:25915732	(2015) The development of innate lymphoid cells requires TOX-dependent generation of a common innate lymphoid cell progenitor.	19	56	0.71	0.0042	9606.ENSP00000177694,9606.ENSP00000261523,9606.ENSP00000265165,9606.ENSP00000266557,9606.ENSP00000267082,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000327025,9606.ENSP00000340347,9606.ENSP00000344544,9606.ENSP00000344724,9606.ENSP00000345728,9606.ENSP00000349723,9606.ENSP00000368632,9606.ENSP00000376436,9606.ENSP00000380227,9606.ENSP00000381185,9606.ENSP00000388620,9606.ENSP00000412869	TBX21,RORA,LEF1,CD27,ITGB7,IL7R,ICOS,RORC,TCF7,IKZF3,TOX2,ATP7A,BCL11B,GATA3,ETS1,ITGA4,BCL2,EOMES,IKZF2
PMID:36901957	(2023) Overexpression of Potential Markers of Regulatory and Exhausted CD8(+) T Cells in the Peripheral Blood Mononuclear Cells of Patients with B-Acute Lymphoblastic Leukemia.	17	44	0.77	0.0044	9606.ENSP00000229402,9606.ENSP00000231009,9606.ENSP00000295756,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000323280,9606.ENSP00000324890,9606.ENSP00000331172,9606.ENSP00000354782,9606.ENSP00000357169,9606.ENSP00000358490,9606.ENSP00000386559,9606.ENSP00000398655,9606.ENSP00000412869,9606.ENSP00000419085,9606.ENSP00000431445	KLRB1,GZMK,TRAT1,CD3D,IL7R,ICOS,CD6,CD28,CD8B,CD247,FCRL3,CD2,CD8A,ITK,IKZF2,TIGIT,CD3G
PMID:32719520	(2020) The transcription factor BCL-6 controls early development of innate-like T cells.	18	50	0.74	0.0044	9606.ENSP00000177694,9606.ENSP00000257749,9606.ENSP00000261523,9606.ENSP00000265165,9606.ENSP00000306157,9606.ENSP00000310244,9606.ENSP00000319476,9606.ENSP00000327025,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000349723,9606.ENSP00000357036,9606.ENSP00000360181,9606.ENSP00000368632,9606.ENSP00000376436,9606.ENSP00000382800,9606.ENSP00000386559	TBX21,BACH2,RORA,LEF1,IL7R,RASGRP1,ICOS,RORC,MYB,TCF7,CD5,BCL11B,SLAMF6,SH2D1A,GATA3,ETS1,RUNX3,CD8A
